order_id,distance_km,package_weight_kg,traffic_index,weather,time_of_day,driver_experience_years,vehicle_type,shipment_volume,delivery_time_min,cost_inr,distance_km_norm,package_weight_kg_norm,traffic_index_norm,driver_experience_years_norm,shipment_volume_norm
ORD1050,2.41,5.73,9,Clear,Afternoon,4.5,Van,1,28.9,52.8,0.11796913887506223,0.21966205837173583,0.8888888888888888,0.3644067796610169,0.0
ORD1051,3.15,3.08,4,Rain,Afternoon,5.3,Van,3,23.9,47.82,0.15480338476854155,0.11789554531490017,0.3333333333333333,0.43220338983050843,0.3333333333333333
ORD1052,8.54,7.09,5,Fog,Evening,0.6,Bike,3,52.6,59.62,0.42309606769537084,0.271889400921659,0.4444444444444444,0.033898305084745756,0.3333333333333333
ORD1053,5.88,0.81,8,Clear,Evening,3.3,Bike,4,39.6,42.43,0.2906918865107018,0.030721966205837177,0.7777777777777778,0.2627118644067796,0.5
ORD1054,5.01,0.42,10,Clear,Evening,0.6,Van,1,42.0,55.17,0.24738675958188153,0.01574500768049155,1.0,0.033898305084745756,0.0
ORD1055,8.82,1.1,6,Fog,Evening,10.6,Truck,4,66.9,103.25,0.43703334992533605,0.04185867895545315,0.5555555555555556,0.8813559322033898,0.5
ORD1056,2.66,0.21,7,Clear,Morning,3.1,Bike,3,36.0,26.14,0.13041314086610253,0.007680491551459293,0.6666666666666666,0.24576271186440676,0.3333333333333333
ORD1057,3.63,2.65,3,Rain,Evening,6.8,Bike,3,31.7,39.4,0.17869586859133896,0.10138248847926268,0.2222222222222222,0.559322033898305,0.3333333333333333
ORD1058,5.75,9.65,7,Clear,Afternoon,0.7,Bike,4,40.7,55.1,0.2842210054753609,0.370199692780338,0.6666666666666666,0.042372881355932195,0.5
ORD1059,5.62,0.14,8,Clear,Night,8.1,Truck,2,45.4,80.09,0.2777501244400199,0.004992319508448541,0.7777777777777778,0.6694915254237287,0.16666666666666666
ORD1060,1.31,0.46,10,Clear,Evening,4.0,Bike,2,25.4,22.54,0.06321553011448482,0.01728110599078341,1.0,0.3220338983050847,0.16666666666666666
ORD1061,4.87,2.11,6,Clear,Morning,10.8,Bike,2,25.9,37.0,0.24041811846689895,0.08064516129032259,0.5555555555555556,0.8983050847457628,0.16666666666666666
ORD1062,4.14,9.51,10,Rain,Afternoon,10.7,Van,1,44.2,71.23,0.2040816326530612,0.36482334869431643,1.0,0.8898305084745762,0.0
ORD1063,6.19,1.33,9,Clear,Night,4.0,Bike,3,43.5,44.73,0.30612244897959184,0.05069124423963134,0.8888888888888888,0.3220338983050847,0.3333333333333333
ORD1064,5.6,2.48,6,Clear,Night,10.8,Bike,2,28.1,39.22,0.27675460428073667,0.09485407066052229,0.5555555555555556,0.8983050847457628,0.16666666666666666
ORD1065,4.42,0.15,9,Clear,Evening,12.0,Bike,2,36.5,41.79,0.21801891488302638,0.005376344086021505,0.8888888888888888,1.0,0.16666666666666666
ORD1066,0.7,2.565,4,Clear,Night,6.15,Bike,3,11.8,43.4,0.03285216525634644,0.09811827956989248,0.3333333333333333,0.5042372881355932,0.3333333333333333
ORD1067,4.87,15.1,8,Rain,Evening,10.2,Bike,1,46.7,61.19,0.24041811846689895,0.5794930875576036,0.7777777777777778,0.847457627118644,0.0
ORD1068,4.88,11.75,4,Fog,Evening,3.1,Van,2,35.9,73.0,0.24091587854654056,0.45084485407066055,0.3333333333333333,0.24576271186440676,0.16666666666666666
ORD1069,19.15,0.02,2,Clear,Afternoon,7.0,Bike,1,67.6,97.67,0.9512195121951219,0.00038402457757296467,0.1111111111111111,0.5762711864406779,0.0
ORD1070,4.04,10.61,10,Rain,Afternoon,1.0,Van,3,50.6,65.45,0.1991040318566451,0.40706605222734255,1.0,0.06779661016949153,0.3333333333333333
ORD1071,5.77,3.57,9,Rain,Morning,1.3,Van,3,56.1,67.69,0.28521652563464406,0.13671274961597543,0.8888888888888888,0.09322033898305085,0.3333333333333333
ORD1072,9.76,7.09,5,Clear,Afternoon,12.0,Van,3,53.0,68.72,0.48382279741164763,0.271889400921659,0.4444444444444444,1.0,0.3333333333333333
ORD1073,7.73,2.12,4,Fog,Afternoon,4.1,Bike,2,41.8,59.33,0.38277750124440024,0.08102918586789556,0.3333333333333333,0.33050847457627114,0.16666666666666666
ORD1074,11.29,2.54,2,Clear,Evening,9.0,Bike,3,40.3,64.67,0.5599800895968143,0.09715821812596008,0.1111111111111111,0.7457627118644068,0.3333333333333333
ORD1075,1.33,2.35,1,Clear,Afternoon,9.7,Bike,4,15.5,29.15,0.06421105027376804,0.08986175115207375,0.0,0.8050847457627118,0.5
ORD1076,2.04,3.85,7,Rain,Evening,10.3,Bike,2,28.5,34.12,0.09955201592832255,0.14746543778801846,0.6666666666666666,0.8559322033898306,0.16666666666666666
ORD1077,2.99,0.53,6,Clear,Evening,12.0,Bike,1,18.5,37.73,0.14683922349427578,0.019969278033794165,0.5555555555555556,1.0,0.0
ORD1078,1.12,0.11,2,Rain,Afternoon,3.0,Van,2,25.1,40.86,0.05375808860129418,0.003840245775729647,0.1111111111111111,0.23728813559322032,0.16666666666666666
ORD1079,4.9,1.29,8,Rain,Morning,0.7,Bike,1,48.3,36.37,0.24191139870582382,0.04915514592933948,0.7777777777777778,0.042372881355932195,0.0
ORD1080,2.18,4.27,4,Clear,Morning,5.1,Bike,4,24.0,25.54,0.10652065704330513,0.16359447004608293,0.3333333333333333,0.41525423728813554,0.5
ORD1081,12.21,0.79,8,Rain,Night,1.7,Bike,1,65.1,68.72,0.6057740169238428,0.029953917050691246,0.7777777777777778,0.1271186440677966,0.0
ORD1082,2.47,3.92,7,Clear,Night,0.5,Van,1,31.6,41.46,0.12095569935291191,0.15015360983102918,0.6666666666666666,0.02542372881355932,0.0
ORD1083,3.65,12.26,5,Clear,Afternoon,4.5,Bike,4,33.8,48.58,0.17969138875062218,0.47043010752688175,0.4444444444444444,0.3644067796610169,0.5
ORD1084,8.03,0.35,10,Clear,Morning,9.4,Van,2,51.3,67.79,0.39771030363364857,0.013056835637480798,1.0,0.7796610169491526,0.16666666666666666
ORD1085,1.6,3.91,10,Fog,Evening,6.9,Bike,2,38.4,27.14,0.0776505724240916,0.14976958525345624,1.0,0.5677966101694915,0.16666666666666666
ORD1086,1.05,2.05,8,Clear,Night,3.9,Truck,2,29.8,67.69,0.05027376804380289,0.0783410138248848,0.7777777777777778,0.31355932203389825,0.16666666666666666
ORD1087,5.33,7.09,9,Clear,Evening,7.9,Truck,1,31.7,91.84,0.26331508213041316,0.271889400921659,0.8888888888888888,0.6525423728813559,0.0
ORD1088,5.61,0.68,5,Rain,Night,2.9,Bike,2,37.4,40.94,0.2772523643603783,0.025729646697388635,0.4444444444444444,0.22881355932203387,0.16666666666666666
ORD1089,7.88,4.13,10,Rain,Afternoon,0.4,Bike,1,61.8,45.17,0.3902439024390244,0.15821812596006146,1.0,0.01694915254237288,0.0
ORD1090,6.69,6.37,5,Rain,Morning,9.2,Bike,1,41.9,49.18,0.3310104529616725,0.24423963133640555,0.4444444444444444,0.7627118644067796,0.0
ORD1091,5.76,10.13,2,Clear,Night,7.6,Bike,1,25.5,60.6,0.2847187655550025,0.3886328725038403,0.1111111111111111,0.6271186440677965,0.0
ORD1092,2.71,4.02,5,Clear,Morning,9.2,Van,3,31.5,56.43,0.1329019412643106,0.15399385560675882,0.4444444444444444,0.7627118644067796,0.3333333333333333
ORD1093,5.51,2.41,3,Clear,Evening,0.7,Van,3,33.8,52.56,0.2722747635639622,0.09216589861751154,0.2222222222222222,0.042372881355932195,0.3333333333333333
ORD1094,5.74,3.37,7,Rain,Afternoon,10.1,Van,3,39.8,60.09,0.28372324539571925,0.12903225806451615,0.6666666666666666,0.8389830508474576,0.3333333333333333
ORD1095,2.63,7.11,10,Clear,Morning,7.5,Van,4,33.4,62.07,0.1289198606271777,0.2726574500768049,1.0,0.6186440677966101,0.5
ORD1096,14.38,2.96,5,Clear,Afternoon,6.8,Bike,3,62.1,79.25,0.7137879542060728,0.11328725038402458,0.4444444444444444,0.559322033898305,0.3333333333333333
ORD1097,6.48,0.11,8,Fog,Morning,7.6,Bike,4,47.6,44.82,0.32055749128919864,0.003840245775729647,0.7777777777777778,0.6271186440677965,0.5
ORD1098,2.07,9.36,1,Clear,Evening,10.4,Van,2,23.1,64.94,0.10104529616724738,0.35906298003072196,0.0,0.864406779661017,0.16666666666666666
ORD1099,7.9,4.09,3,Fog,Evening,7.1,Bike,1,36.1,55.51,0.39123942259830763,0.1566820276497696,0.2222222222222222,0.5847457627118643,0.0
ORD1100,8.79,3.95,3,Rain,Afternoon,7.1,Van,2,48.5,75.32,0.4355400696864112,0.1513056835637481,0.2222222222222222,0.5847457627118643,0.16666666666666666
ORD1101,6.22,0.85,9,Rain,Evening,11.9,Bike,3,45.1,44.61,0.30761572921851665,0.03225806451612903,0.8888888888888888,0.9915254237288136,0.3333333333333333
ORD1102,3.88,3.76,5,Clear,Night,9.1,Bike,1,21.3,49.2,0.1911398705823793,0.14400921658986177,0.4444444444444444,0.7542372881355932,0.0
ORD1103,2.54,1.75,9,Clear,Morning,5.4,Truck,2,29.3,75.52,0.12444001991040318,0.06682027649769585,0.8888888888888888,0.4406779661016949,0.16666666666666666
ORD1104,4.41,3.69,9,Rain,Evening,8.5,Bike,1,39.8,42.15,0.21752115480338477,0.14132104454685102,0.8888888888888888,0.7033898305084746,0.0
ORD1105,5.93,0.39,1,Rain,Night,4.8,Truck,1,39.5,82.87,0.2931806869089099,0.014592933947772658,0.0,0.38983050847457623,0.0
ORD1106,4.71,3.75,2,Rain,Afternoon,2.9,Truck,1,39.1,88.1,0.23245395719263315,0.1436251920122888,0.1111111111111111,0.22881355932203387,0.0
ORD1107,11.6,26.05,5,Clear,Night,7.2,Van,2,70.5,126.09,0.5754106520657044,1.0,0.4444444444444444,0.5932203389830508,0.16666666666666666
ORD1108,7.15,0.17,4,Rain,Afternoon,11.2,Van,2,50.8,59.92,0.35390741662518665,0.006144393241167435,0.3333333333333333,0.9322033898305084,0.16666666666666666
ORD1109,2.31,13.23,10,Rain,Afternoon,11.2,Van,4,45.5,67.98,0.11299153807864609,0.5076804915514593,1.0,0.9322033898305084,0.5
ORD1110,1.88,1.83,9,Rain,Morning,4.2,Truck,1,34.1,69.89,0.09158785465405674,0.06989247311827958,0.8888888888888888,0.3389830508474576,0.0
ORD1111,6.52,7.16,7,Rain,Morning,6.4,Bike,2,48.0,56.25,0.32254853160776503,0.2745775729646698,0.6666666666666666,0.5254237288135593,0.16666666666666666
ORD1112,3.94,5.34,6,Rain,Night,2.7,Bike,2,40.7,38.14,0.19412643106022898,0.2046850998463902,0.5555555555555556,0.211864406779661,0.16666666666666666
ORD1113,7.55,2.93,7,Clear,Morning,11.9,Van,2,38.6,69.11,0.37381781981085116,0.1121351766513057,0.6666666666666666,0.9915254237288136,0.16666666666666666
ORD1114,6.48,4.69,1,Clear,Morning,11.8,Bike,2,22.4,47.1,0.32055749128919864,0.1797235023041475,0.0,0.9830508474576272,0.16666666666666666
ORD1115,4.42,7.38,1,Clear,Morning,7.9,Bike,2,28.0,42.24,0.21801891488302638,0.28302611367127495,0.0,0.6525423728813559,0.16666666666666666
ORD1116,2.33,1.81,8,Clear,Night,9.7,Bike,1,21.9,32.39,0.11398705823792932,0.06912442396313365,0.7777777777777778,0.8050847457627118,0.0
ORD1117,1.17,1.39,2,Clear,Evening,8.6,Van,2,16.4,40.22,0.05624688899950223,0.052995391705069124,0.1111111111111111,0.711864406779661,0.16666666666666666
ORD1118,5.44,3.85,10,Clear,Morning,7.2,Truck,3,46.2,82.12,0.2687904430064709,0.14746543778801846,1.0,0.5932203389830508,0.3333333333333333
ORD1119,1.57,5.77,9,Clear,Morning,0.8,Bike,2,28.9,44.13,0.07615729218516676,0.22119815668202764,0.8888888888888888,0.05084745762711865,0.16666666666666666
ORD1120,2.25,5.03,7,Clear,Night,5.6,Truck,2,32.3,71.37,0.11000497760079642,0.1927803379416283,0.6666666666666666,0.45762711864406774,0.16666666666666666
ORD1121,5.21,5.59,6,Clear,Evening,8.2,Van,2,32.6,70.73,0.2573419611747138,0.2142857142857143,0.5555555555555556,0.6779661016949151,0.16666666666666666
ORD1122,4.87,2.0,1,Rain,Morning,8.2,Van,6,45.4,51.07,0.24041811846689895,0.07642089093701997,0.0,0.6779661016949151,0.8333333333333334
ORD1123,1.75,5.96,1,Fog,Afternoon,4.6,Van,1,15.4,53.57,0.08511697361871577,0.228494623655914,0.0,0.37288135593220334,0.0
ORD1124,9.43,0.45,2,Clear,Night,11.3,Van,2,39.3,74.03,0.4673967147834744,0.016897081413210446,0.1111111111111111,0.940677966101695,0.16666666666666666
ORD1125,9.27,2.75,6,Fog,Morning,2.2,Bike,2,50.4,57.91,0.4594325535092086,0.10522273425499233,0.5555555555555556,0.1694915254237288,0.16666666666666666
ORD1126,6.66,0.02,6,Clear,Morning,6.1,Van,2,40.0,63.99,0.32951717272274766,0.00038402457757296467,0.5555555555555556,0.49999999999999994,0.16666666666666666
ORD1127,6.65,1.37,2,Clear,Afternoon,8.4,Bike,2,26.5,48.3,0.329019412643106,0.0522273425499232,0.1111111111111111,0.6949152542372882,0.16666666666666666
ORD1128,6.66,1.6,1,Clear,Afternoon,8.4,Truck,2,37.6,86.31,0.32951717272274766,0.06105990783410139,0.0,0.6949152542372882,0.16666666666666666
ORD1129,8.74,1.77,10,Clear,Night,7.9,Truck,4,57.3,95.07,0.43305126928820314,0.06758832565284179,1.0,0.6525423728813559,0.5
ORD1130,7.26,4.16,5,Rain,Night,3.4,Bike,2,51.6,46.86,0.35938277750124437,0.15937019969278035,0.4444444444444444,0.27118644067796605,0.16666666666666666
ORD1131,2.49,1.72,5,Rain,Afternoon,2.0,Bike,2,71.64999999999999,32.57,0.12195121951219513,0.06566820276497697,0.4444444444444444,0.15254237288135591,0.16666666666666666
ORD1132,3.9,2.08,2,Clear,Night,7.7,Van,1,15.5,48.23,0.19213539074166253,0.0794930875576037,0.1111111111111111,0.635593220338983,0.0
ORD1133,17.88,0.95,6,Clear,Afternoon,7.3,Bike,4,71.64999999999999,94.54,0.8880039820806371,0.03609831029185868,0.5555555555555556,0.6016949152542372,0.5
ORD1134,0.75,1.64,9,Clear,Morning,2.3,Truck,1,71.64999999999999,68.57,0.0353409656545545,0.06259600614439324,0.8888888888888888,0.17796610169491522,0.0
ORD1135,3.23,0.9,2,Clear,Afternoon,8.5,Bike,1,8.2,33.96,0.15878546540567445,0.03417818740399386,0.1111111111111111,0.7033898305084746,0.0
ORD1136,9.46,0.27,10,Clear,Afternoon,5.6,Bike,3,54.8,54.52,0.4688899950223993,0.009984639016897083,1.0,0.45762711864406774,0.3333333333333333
ORD1137,2.63,3.24,2,Clear,Evening,8.1,Truck,2,28.2,80.45,0.1289198606271777,0.12403993855606761,0.1111111111111111,0.6694915254237287,0.16666666666666666
ORD1138,7.39,3.86,3,Rain,Afternoon,10.1,Van,4,53.4,69.79,0.36585365853658536,0.1478494623655914,0.2222222222222222,0.8389830508474576,0.5
ORD1139,4.82,3.38,7,Fog,Afternoon,2.2,Van,2,41.6,53.64,0.23792931806869091,0.1294162826420891,0.6666666666666666,0.1694915254237288,0.16666666666666666
ORD1140,2.78,2.18,6,Clear,Evening,0.4,Bike,1,24.7,31.53,0.13638626182180189,0.08333333333333336,0.5555555555555556,0.01694915254237288,0.0
ORD1141,0.6,1.67,8,Fog,Night,9.4,Van,6,71.64999999999999,42.96,0.02787456445993031,0.06374807987711213,0.7777777777777778,0.7796610169491526,0.8333333333333334
ORD1142,5.33,6.97,8,Clear,Evening,7.4,Van,2,46.1,64.47,0.26331508213041316,0.2672811059907834,0.7777777777777778,0.6101694915254237,0.16666666666666666
ORD1143,2.45,2.56,6,Clear,Morning,8.5,Van,2,22.2,53.52,0.11996017919362868,0.09792626728110601,0.5555555555555556,0.7033898305084746,0.16666666666666666
ORD1144,4.29,2.28,10,Clear,Evening,10.1,Van,1,33.8,52.59,0.21154803384768542,0.08717357910906298,1.0,0.8389830508474576,0.0
ORD1145,6.61,0.09,3,Clear,Morning,9.7,Van,3,30.2,59.73,0.3270283723245396,0.0030721966205837174,0.2222222222222222,0.8050847457627118,0.3333333333333333
ORD1146,8.29,1.46,3,Fog,Night,11.5,Bike,1,31.9,49.78,0.4106520657043305,0.055683563748079874,0.2222222222222222,0.9576271186440678,0.0
ORD1147,3.23,2.565,1,Clear,Evening,6.15,Bike,1,15.2,37.49,0.15878546540567445,0.09811827956989248,0.0,0.5042372881355932,0.0
ORD1148,2.77,1.78,7,Clear,Evening,6.0,Van,1,33.2,49.04,0.13588850174216027,0.06797235023041474,0.6666666666666666,0.4915254237288135,0.0
ORD1149,1.55,3.04,5,Clear,Night,4.9,Bike,2,18.5,24.17,0.07516177202588352,0.1163594470046083,0.4444444444444444,0.3983050847457627,0.16666666666666666
ORD1150,8.56,2.67,4,Clear,Morning,2.0,Van,3,41.6,72.98,0.4240915878546541,0.10215053763440861,0.3333333333333333,0.15254237288135591,0.3333333333333333
ORD1151,16.32,3.28,10,Rain,Evening,7.0,Bike,2,71.64999999999999,76.11,0.8103534096565456,0.12557603686635946,1.0,0.5762711864406779,0.16666666666666666
ORD1152,9.16,5.07,4,Clear,Morning,3.5,Van,3,71.64999999999999,84.97,0.4539571926331509,0.19431643625192016,0.3333333333333333,0.2796610169491525,0.3333333333333333
ORD1153,10.47,5.87,4,Clear,Evening,11.1,Van,1,44.5,86.93,0.5191637630662022,0.2250384024577573,0.3333333333333333,0.923728813559322,0.0
ORD1154,2.64,4.43,6,Clear,Afternoon,7.1,Bike,3,31.9,23.7,0.1294176207068193,0.16973886328725038,0.5555555555555556,0.5847457627118643,0.3333333333333333
ORD1155,6.35,10.89,8,Clear,Evening,7.2,Bike,1,36.7,53.72,0.31408661025385765,0.4178187403993856,0.7777777777777778,0.5932203389830508,0.0
ORD1156,7.84,0.06,8,Clear,Night,4.4,Bike,2,42.0,48.91,0.38825286212045795,0.0019201228878648233,0.7777777777777778,0.3559322033898305,0.16666666666666666
ORD1157,0.04,0.76,5,Rain,Night,0.8,Van,1,26.3,29.74,0.0,0.02880184331797235,0.4444444444444444,0.05084745762711865,0.0
ORD1158,1.97,0.03,6,Clear,Morning,0.6,Van,2,27.3,47.29,0.09606769537083126,0.0007680491551459292,0.5555555555555556,0.033898305084745756,0.16666666666666666
ORD1159,12.76,3.65,4,Rain,Evening,5.2,Bike,2,61.6,79.16,0.6331508213041315,0.13978494623655915,0.3333333333333333,0.423728813559322,0.16666666666666666
ORD1160,1.29,7.99,9,Rain,Morning,1.2,Van,1,33.9,54.2,0.06222000995520159,0.3064516129032258,0.8888888888888888,0.0847457627118644,0.0
ORD1161,11.52,0.98,8,Rain,Morning,7.4,Bike,2,71.64999999999999,54.83,0.5714285714285715,0.037250384024577574,0.7777777777777778,0.6101694915254237,0.16666666666666666
ORD1162,1.28,9.16,10,Clear,Afternoon,10.6,Bike,2,27.0,34.49,0.06172224987555998,0.3513824884792627,1.0,0.8813559322033898,0.16666666666666666
ORD1163,2.05,0.22,10,Clear,Afternoon,10.6,Truck,2,35.2,65.45,0.10004977600796415,0.008064516129032258,1.0,0.8813559322033898,0.16666666666666666
